Status,Size,Referrer,User_Agent,Method,URL
404,193,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/dashboard
200,4743,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/contact
500,118,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/index.html
200,2919,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/submit-form
302,4904,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/index.html
500,4639,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/index.html
302,2986,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/contact
500,2286,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/profile
500,329,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/search
500,3410,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/profile
200,4051,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/dashboard
200,4427,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/contact
500,1274,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/search
404,263,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/
500,1767,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/contact
302,3696,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/contact
302,794,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/products
500,3006,"""http://example.com/products""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/products
200,4303,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/search
404,3413,"""http://example.com/contact""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/contact
302,4847,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/products
200,2122,"""http://example.com/submit-form""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/submit-form
500,4857,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/products
500,4667,"""http://example.com/""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/
500,3676,"""http://example.com/submit-form""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/submit-form
500,737,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/
302,3910,"""http://example.com/products""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/products
500,527,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/
302,2221,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/profile
200,4612,"""http://example.com/profile""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/profile
302,2681,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/profile
302,864,"""http://example.com/products""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/products
500,651,"""http://example.com/search""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/search
200,1564,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/index.html
500,4560,"""http://example.com/products""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/products
404,3085,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/submit-form
302,4985,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/search
302,3181,"""http://example.com/profile""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/profile
200,2430,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/dashboard
404,2609,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/index.html
302,831,"""http://example.com/login""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/login
200,3793,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/profile
200,2263,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/contact
500,3267,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/profile
500,383,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/index.html
200,2116,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/contact
200,622,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/submit-form
500,3731,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/index.html
404,1608,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/dashboard
200,4949,"""http://example.com/profile""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/profile
200,4611,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/login
302,3307,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/search
200,216,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/index.html
404,4769,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/contact
404,3799,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/profile
404,3639,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/login
500,2039,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/login
404,3623,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/profile
500,4463,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/profile
302,729,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/profile
302,3680,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/products
404,4737,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/profile
302,2309,"""http://example.com/profile""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/profile
404,4461,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/contact
500,2548,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/dashboard
200,3017,"""http://example.com/dashboard""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/dashboard
302,1686,"""http://example.com/search""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/search
404,1429,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/
404,414,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/search
500,2152,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/contact
200,259,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/dashboard
500,4745,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/dashboard
404,1048,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/contact
500,175,"""http://example.com/profile""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/profile
404,2053,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/profile
500,3032,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/contact
200,101,"""http://example.com/contact""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/contact
302,802,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/index.html
200,2423,"""http://example.com/profile""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/profile
200,1899,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/
404,4429,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/contact
500,4260,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/login
200,1479,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/products
200,146,"""http://example.com/search""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/search
302,4838,"""http://example.com/dashboard""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/dashboard
500,778,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/index.html
200,2969,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/index.html
200,901,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/login
302,2152,"""http://example.com/profile""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/profile
200,4845,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/products
302,4030,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/search
500,2509,"""http://example.com/contact""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/contact
200,2538,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/contact
200,3877,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/index.html
200,4077,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/products
200,1488,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/submit-form
200,4425,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/
500,4376,"""http://example.com/""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/
302,2109,"""http://example.com/""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/
500,3093,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/login
404,3284,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/login
200,4316,"""http://example.com/products""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/products
500,3711,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/contact
302,2885,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/products
302,2511,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/submit-form
200,4291,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/products
200,1180,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/dashboard
302,1431,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/
404,1968,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/submit-form
404,3923,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/index.html
302,4633,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/
404,2873,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/contact
404,1396,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/login
302,3511,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/profile
404,1083,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/profile
500,377,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/profile
200,4205,"""http://example.com/search""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/search
500,2918,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/dashboard
500,3720,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/search
404,4768,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/contact
200,2429,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/
404,488,"""http://example.com/products""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/products
500,125,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/contact
302,2987,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/dashboard
302,1914,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/
404,2616,"""http://example.com/index.html""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/index.html
302,996,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/
500,2003,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/
200,3909,"""http://example.com/""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/
302,2711,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/contact
200,3990,"""http://example.com/profile""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/profile
200,2840,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/login
500,794,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/index.html
200,2497,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/
500,2274,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/login
500,3218,"""http://example.com/submit-form""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/submit-form
200,3548,"""http://example.com/dashboard""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/dashboard
302,3603,"""http://example.com/profile""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/profile
200,1729,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/products
404,3353,"""http://example.com/index.html""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/index.html
404,2567,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/products
302,1812,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/
302,3306,"""http://example.com/submit-form""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/submit-form
500,4765,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/login
500,1324,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""DELETE",/submit-form
200,619,"""http://example.com/submit-form""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/submit-form
200,1544,"""http://example.com/submit-form""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/submit-form
404,372,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/submit-form
404,450,"""http://example.com/index.html""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/index.html
500,4971,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/contact
500,2571,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/submit-form
404,843,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/search
404,4292,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/submit-form
404,3142,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/login
200,2538,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/contact
500,1401,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/search
404,4323,"""http://example.com/search""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/search
404,2038,"""http://example.com/index.html""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/index.html
302,2362,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/login
404,4253,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/profile
200,3007,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/products
200,493,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/search
302,4374,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/
404,2930,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/
404,914,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/search
302,1956,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/login
404,3588,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/products
500,4484,"""http://example.com/index.html""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/index.html
302,124,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/login
404,775,"""http://example.com/search""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""POST",/search
200,2176,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/login
404,3431,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/
404,3939,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/contact
200,1686,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/search
200,614,"""http://example.com/search""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/search
302,4616,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/search
500,345,"""http://example.com/submit-form""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/submit-form
200,1946,"""http://example.com/contact""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/contact
302,383,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""DELETE",/login
200,4903,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/products
200,704,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/submit-form
200,722,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/profile
500,1034,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/submit-form
200,3572,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/search
302,3394,"""http://example.com/""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/
302,3530,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/
500,107,"""http://example.com/index.html""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""DELETE",/index.html
404,1197,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/
404,3769,"""http://example.com/login""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/login
500,196,"""http://example.com/login""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/login
404,4720,"""http://example.com/contact""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""POST",/contact
200,2249,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/login
200,2705,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/dashboard
302,1064,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/dashboard
500,585,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/search
200,3180,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/dashboard
302,2319,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/submit-form
404,3101,"""http://example.com/dashboard""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/dashboard
200,359,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""POST",/dashboard
404,4342,"""http://example.com/profile""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""PUT",/profile
302,4489,"""-""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/submit-form
200,2888,"""http://example.com/products""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""PUT",/products
404,3355,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/login
500,2832,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""POST",/submit-form
500,1619,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/index.html
404,4402,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""PUT",/contact
500,1846,"""http://example.com/""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/
200,2279,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""DELETE",/index.html
302,2564,"""-""","""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)""","""GET",/
404,1941,"""http://example.com/login""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""GET",/login
404,1977,"""http://example.com/submit-form""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/submit-form
302,378,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""PUT",/contact
500,1892,"""http://example.com/submit-form""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/submit-form
200,2380,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36""","""GET",/
200,2838,"""http://example.com/login""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""PUT",/login
302,1031,"""-""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""DELETE",/dashboard
200,4442,"""-""","""Mozilla/5.0 (Windows NT 10.0; Win64; x64)""","""GET",/profile
500,1473,"""http://example.com/profile""","""Mozilla/5.0 (Linux; Android 10; SM-G970F)""","""GET",/profile
500,1619,"""http://example.com/""","""Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X)""","""POST",/
